workout_date,workout_title,exercise_title,exercise_template_id,set_index,set_type,weight_kg,reps
2026-01-24,Upper (A),Overhead Triceps Extension (Cable),B5EFBF9C,1,normal,13.61,12
2026-01-24,Upper (A),Overhead Triceps Extension (Cable),B5EFBF9C,2,normal,1.36,12
2026-01-24,Upper (A),Bicep Curl (Cable),ADA8623C,0,normal,18.14,10
2026-01-24,Upper (A),Bicep Curl (Cable),ADA8623C,1,normal,18.14,10
2026-01-24,Upper (A),Bicep Curl (Cable),ADA8623C,2,normal,18.14,8
2026-01-21,Lower (B),Romanian Deadlift (Barbell),2B4B7310,0,warmup,22.68,8
2026-01-21,Lower (B),Romanian Deadlift (Barbell),2B4B7310,1,normal,45.36,11
2026-01-21,Lower (B),Romanian Deadlift (Barbell),2B4B7310,2,normal,45.36,11
2026-01-21,Lower (B),Romanian Deadlift (Barbell),2B4B7310,3,normal,45.36,11
2026-01-21,Lower (B),Romanian Deadlift (Barbell),2B4B7310,4,normal,45.36,11
2026-01-21,Lower (B),Front Squat,5046D0A9,0,warmup,0,8
2026-01-21,Lower (B),Front Squat,5046D0A9,1,normal,15.88,8
2026-01-21,Lower (B),Front Squat,5046D0A9,2,normal,15.88,8
2026-01-21,Lower (B),Front Squat,5046D0A9,3,normal,15.88,8
2026-01-21,Lower (B),Front Squat,5046D0A9,4,normal,15.88,8
2026-01-21,Lower (B),Seated Leg Curl (Machine),11A123F3,0,warmup,13.61,7
2026-01-21,Lower (B),Seated Leg Curl (Machine),11A123F3,1,normal,29.48,9
2026-01-21,Lower (B),Seated Leg Curl (Machine),11A123F3,2,normal,29.48,9
2026-01-21,Lower (B),Seated Leg Curl (Machine),11A123F3,3,normal,29.48,9
2026-01-21,Lower (B),Leg Extension (Machine),75A4F6C4,0,warmup,15.88,8
2026-01-21,Lower (B),Leg Extension (Machine),75A4F6C4,1,normal,31.75,9
2026-01-21,Lower (B),Leg Extension (Machine),75A4F6C4,2,normal,31.75,9
2026-01-21,Lower (B),Leg Extension (Machine),75A4F6C4,3,normal,31.75,9
2026-01-21,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,0,normal,22.68,12
2026-01-21,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,1,normal,22.68,12
2026-01-21,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,2,normal,22.68,12
2026-01-21,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,0,normal,2.27,0
2026-01-21,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,1,normal,2.27,0
2026-01-21,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,2,normal,2.27,0
2026-01-20,Upper (B),Chin Up (Weighted),023943F1,0,warmup,0,4
2026-01-20,Upper (B),Chin Up (Weighted),023943F1,1,normal,13.61,4
2026-01-20,Upper (B),Chin Up (Weighted),023943F1,2,normal,13.61,3
2026-01-20,Upper (B),Chin Up (Weighted),023943F1,3,normal,13.61,3
2026-01-20,Upper (B),Chin Up (Weighted),023943F1,4,failure,13.61,3
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,7
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,6
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,2,normal,47.63,7
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,3,normal,47.63,7
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,4,normal,47.63,6
2026-01-20,Upper (B),Incline Bench Press (Barbell),50DFDFAB,5,failure,47.63,5
2026-01-20,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,0,warmup,22.68,5
2026-01-20,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,1,normal,45.36,10
2026-01-20,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,2,normal,45.36,10
2026-01-20,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,3,normal,45.36,10
2026-01-20,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,0,normal,22.68,10
2026-01-20,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,1,normal,22.68,8
2026-01-20,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,2,normal,22.68,6
2026-01-20,Upper (B),Overhead Triceps Extension (Cable),B5EFBF9C,0,normal,13.61,10
2026-01-20,Upper (B),Overhead Triceps Extension (Cable),B5EFBF9C,1,normal,13.61,10
2026-01-20,Upper (B),Overhead Triceps Extension (Cable),B5EFBF9C,2,normal,13.61,10
2026-01-20,Upper (B),Lateral Raise (Dumbbell),422B08F1,0,normal,9.07,10
2026-01-20,Upper (B),Lateral Raise (Dumbbell),422B08F1,1,normal,9.07,10
2026-01-20,Upper (B),Lateral Raise (Dumbbell),422B08F1,2,normal,9.07,10
2026-01-18,Lower (A),Front Squat,5046D0A9,0,warmup,0,7
2026-01-18,Lower (A),Front Squat,5046D0A9,1,normal,13.61,8
2026-01-18,Lower (A),Front Squat,5046D0A9,2,normal,13.61,8
2026-01-18,Lower (A),Front Squat,5046D0A9,3,normal,13.61,8
2026-01-18,Lower (A),Front Squat,5046D0A9,4,normal,13.61,8
2026-01-18,Lower (A),Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,6
2026-01-18,Lower (A),Romanian Deadlift (Barbell),2B4B7310,1,normal,52.16,6
2026-01-18,Lower (A),Romanian Deadlift (Barbell),2B4B7310,2,normal,52.16,6
2026-01-18,Lower (A),Romanian Deadlift (Barbell),2B4B7310,3,normal,52.16,6
2026-01-18,Lower (A),Romanian Deadlift (Barbell),2B4B7310,4,normal,52.16,6
2026-01-18,Lower (A),Leg Extension (Machine),75A4F6C4,0,warmup,15.88,7
2026-01-18,Lower (A),Leg Extension (Machine),75A4F6C4,1,normal,31.75,8
2026-01-18,Lower (A),Leg Extension (Machine),75A4F6C4,2,normal,31.75,8
2026-01-18,Lower (A),Leg Extension (Machine),75A4F6C4,3,normal,31.75,8
2026-01-18,Lower (A),Seated Leg Curl (Machine),11A123F3,0,warmup,13.61,7
2026-01-18,Lower (A),Seated Leg Curl (Machine),11A123F3,1,normal,29.48,8
2026-01-18,Lower (A),Seated Leg Curl (Machine),11A123F3,2,normal,29.48,8
2026-01-18,Lower (A),Seated Leg Curl (Machine),11A123F3,3,normal,29.48,8
2026-01-18,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,0,normal,22.68,10
2026-01-18,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,1,normal,22.68,12
2026-01-18,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,2,normal,22.68,12
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,7
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,6
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,2,normal,43.09,8
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,3,normal,43.09,8
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,4,normal,43.09,8
2026-01-17,Upper (A),Incline Bench Press (Barbell),50DFDFAB,5,failure,43.09,7
2026-01-17,Upper (A),Chin Up (Weighted),023943F1,0,warmup,0,4
2026-01-17,Upper (A),Chin Up (Weighted),023943F1,1,normal,13.61,3
2026-01-17,Upper (A),Chin Up (Weighted),023943F1,2,normal,13.61,3
2026-01-17,Upper (A),Chin Up (Weighted),023943F1,3,normal,13.61,3
2026-01-17,Upper (A),Chin Up (Weighted),023943F1,4,failure,13.61,3
2026-01-17,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,0,normal,40.82,10
2026-01-17,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,1,normal,40.82,10
2026-01-17,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,2,normal,40.82,10
2026-01-17,Upper (A),Lateral Raise (Cable),BE289E45,0,normal,4.54,7
2026-01-17,Upper (A),Lateral Raise (Cable),BE289E45,1,normal,4.54,7
2026-01-17,Upper (A),Lateral Raise (Cable),BE289E45,2,normal,4.54,7
2026-01-17,Upper (A),Overhead Triceps Extension (Cable),B5EFBF9C,0,normal,15.88,10
2026-01-17,Upper (A),Overhead Triceps Extension (Cable),B5EFBF9C,1,normal,15.88,10
2026-01-17,Upper (A),Overhead Triceps Extension (Cable),B5EFBF9C,2,normal,22.68,9
2026-01-17,Upper (A),Bicep Curl (Cable),ADA8623C,0,normal,15.88,10
2026-01-17,Upper (A),Bicep Curl (Cable),ADA8623C,1,normal,15.88,10
2026-01-17,Upper (A),Bicep Curl (Cable),ADA8623C,2,normal,15.88,9
2026-01-17,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,0,normal,4.54,25
2026-01-17,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,1,normal,4.54,25
2026-01-17,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,2,normal,4.54,15
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,6
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,1,warmup,29.48,3
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,2,normal,47.63,8
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,3,normal,47.63,8
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,4,normal,47.63,8
2026-01-14,Lower (B),Romanian Deadlift (Barbell),2B4B7310,5,normal,47.63,8
2026-01-14,Lower (B),Front Squat,5046D0A9,0,warmup,0,7
2026-01-14,Lower (B),Front Squat,5046D0A9,1,normal,11.34,8
2026-01-14,Lower (B),Front Squat,5046D0A9,2,normal,11.34,8
2026-01-14,Lower (B),Front Squat,5046D0A9,3,normal,11.34,8
2026-01-14,Lower (B),Front Squat,5046D0A9,4,normal,11.34,8
2026-01-14,Lower (B),Seated Leg Curl (Machine),11A123F3,0,normal,27.22,10
2026-01-14,Lower (B),Seated Leg Curl (Machine),11A123F3,1,normal,27.22,10
2026-01-14,Lower (B),Seated Leg Curl (Machine),11A123F3,2,normal,27.22,10
2026-01-14,Lower (B),Leg Extension (Machine),75A4F6C4,0,normal,29.48,10
2026-01-14,Lower (B),Leg Extension (Machine),75A4F6C4,1,normal,29.48,10
2026-01-14,Lower (B),Leg Extension (Machine),75A4F6C4,2,normal,29.48,10
2026-01-14,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,0,normal,20.41,12
2026-01-14,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,1,normal,20.41,12
2026-01-14,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,2,normal,20.41,12
2026-01-14,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,0,normal,2.27,0
2026-01-14,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,1,normal,2.27,0
2026-01-14,Lower (B),Weighted Dead Hang,2f7c6b07-0c40-4ec0-9c0b-9e9491629a93,2,normal,2.27,0
2026-01-13,Upper (B),Chin Up (Weighted),023943F1,0,warmup,0,4
2026-01-13,Upper (B),Chin Up (Weighted),023943F1,1,normal,11.34,4
2026-01-13,Upper (B),Chin Up (Weighted),023943F1,2,normal,11.34,4
2026-01-13,Upper (B),Chin Up (Weighted),023943F1,3,normal,11.34,4
2026-01-13,Upper (B),Chin Up (Weighted),023943F1,4,failure,11.34,3
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,6
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,7
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,2,normal,43.09,8
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,3,normal,43.09,8
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,4,normal,43.09,6
2026-01-13,Upper (B),Incline Bench Press (Barbell),50DFDFAB,5,failure,43.09,6
2026-01-13,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,0,normal,36.29,10
2026-01-13,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,1,normal,36.29,10
2026-01-13,Upper (B),Seated Cable Row - V Grip (Cable),0393F233,2,normal,36.29,10
2026-01-13,Upper (B),Hammer Curl (Cable),36E8F14E,0,normal,18.14,8
2026-01-13,Upper (B),Hammer Curl (Cable),36E8F14E,1,normal,18.14,8
2026-01-13,Upper (B),Hammer Curl (Cable),36E8F14E,2,normal,13.61,10
2026-01-13,Upper (B),Triceps Pushdown,93A552C6,0,normal,24.95,10
2026-01-13,Upper (B),Triceps Pushdown,93A552C6,1,normal,24.95,7
2026-01-13,Upper (B),Triceps Pushdown,93A552C6,2,normal,24.95,5
2026-01-13,Upper (B),Lateral Raise (Cable),BE289E45,0,normal,4.54,9
2026-01-13,Upper (B),Lateral Raise (Cable),BE289E45,1,normal,4.54,9
2026-01-13,Upper (B),Lateral Raise (Cable),BE289E45,2,normal,4.54,9
2026-01-11,Lower (A),Front Squat,5046D0A9,0,warmup,0,5
2026-01-11,Lower (A),Front Squat,5046D0A9,1,normal,9.07,8
2026-01-11,Lower (A),Front Squat,5046D0A9,2,normal,9.07,8
2026-01-11,Lower (A),Front Squat,5046D0A9,3,normal,9.07,8
2026-01-11,Lower (A),Front Squat,5046D0A9,4,normal,9.07,8
2026-01-11,Lower (A),Romanian Deadlift (Barbell),2B4B7310,0,warmup,22.68,7
2026-01-11,Lower (A),Romanian Deadlift (Barbell),2B4B7310,1,normal,45.36,8
2026-01-11,Lower (A),Romanian Deadlift (Barbell),2B4B7310,2,normal,45.36,9
2026-01-11,Lower (A),Romanian Deadlift (Barbell),2B4B7310,3,normal,45.36,9
2026-01-11,Lower (A),Romanian Deadlift (Barbell),2B4B7310,4,normal,45.36,9
2026-01-11,Lower (A),Leg Extension (Machine),75A4F6C4,0,normal,29.48,9
2026-01-11,Lower (A),Leg Extension (Machine),75A4F6C4,1,normal,29.48,9
2026-01-11,Lower (A),Leg Extension (Machine),75A4F6C4,2,normal,29.48,9
2026-01-11,Lower (A),Seated Leg Curl (Machine),11A123F3,0,normal,24.95,10
2026-01-11,Lower (A),Seated Leg Curl (Machine),11A123F3,1,normal,24.95,10
2026-01-11,Lower (A),Seated Leg Curl (Machine),11A123F3,2,normal,24.95,10
2026-01-11,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,0,normal,18.14,12
2026-01-11,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,1,normal,18.14,12
2026-01-11,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,2,normal,18.14,12
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,5
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,6
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,2,normal,38.56,8
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,3,normal,38.56,8
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,4,normal,38.56,8
2026-01-10,Upper (A),Incline Bench Press (Barbell),50DFDFAB,5,failure,38.56,10
2026-01-10,Upper (A),Chin Up (Weighted),023943F1,0,warmup,0,3
2026-01-10,Upper (A),Chin Up (Weighted),023943F1,1,normal,11.34,4
2026-01-10,Upper (A),Chin Up (Weighted),023943F1,2,normal,11.34,3
2026-01-10,Upper (A),Chin Up (Weighted),023943F1,3,normal,11.34,3
2026-01-10,Upper (A),Chin Up (Weighted),023943F1,4,failure,11.34,3
2026-01-10,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,0,normal,27.22,10
2026-01-10,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,1,normal,27.22,10
2026-01-10,Upper (A),Seated Cable Row - V Grip (Cable),0393F233,2,normal,27.22,10
2026-01-10,Upper (A),Lateral Raise (Cable),BE289E45,0,normal,3.4,8
2026-01-10,Upper (A),Lateral Raise (Cable),BE289E45,1,normal,4.54,9
2026-01-10,Upper (A),Lateral Raise (Cable),BE289E45,2,normal,4.54,9
2026-01-10,Upper (A),Triceps Pushdown,93A552C6,0,normal,22.68,10
2026-01-10,Upper (A),Triceps Pushdown,93A552C6,1,normal,24.95,6
2026-01-10,Upper (A),Triceps Pushdown,93A552C6,2,normal,22.68,4
2026-01-10,Upper (A),Triceps Pushdown,93A552C6,3,normal,22.68,10
2026-01-10,Upper (A),Bicep Curl (Cable),ADA8623C,0,normal,13.61,10
2026-01-10,Upper (A),Bicep Curl (Cable),ADA8623C,1,normal,15.88,10
2026-01-10,Upper (A),Bicep Curl (Cable),ADA8623C,2,normal,15.88,10
2026-01-10,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,0,normal,4.54,15
2026-01-10,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,1,normal,9.07,15
2026-01-10,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,2,normal,6.8,21
2026-01-07,Lower (B),Romanian Deadlift (Barbell),2B4B7310,0,warmup,22.68,5
2026-01-07,Lower (B),Romanian Deadlift (Barbell),2B4B7310,1,normal,45.36,8
2026-01-07,Lower (B),Romanian Deadlift (Barbell),2B4B7310,2,normal,45.36,8
2026-01-07,Lower (B),Romanian Deadlift (Barbell),2B4B7310,3,normal,45.36,8
2026-01-07,Lower (B),Romanian Deadlift (Barbell),2B4B7310,4,normal,45.36,8
2026-01-07,Lower (B),Front Squat,5046D0A9,0,normal,6.8,8
2026-01-07,Lower (B),Front Squat,5046D0A9,1,normal,6.8,8
2026-01-07,Lower (B),Front Squat,5046D0A9,2,normal,6.8,8
2026-01-07,Lower (B),Front Squat,5046D0A9,3,normal,6.8,8
2026-01-07,Lower (B),Front Squat,5046D0A9,4,warmup,0,5
2026-01-07,Lower (B),Seated Leg Curl (Machine),11A123F3,0,normal,20.41,10
2026-01-07,Lower (B),Seated Leg Curl (Machine),11A123F3,1,normal,15.88,10
2026-01-07,Lower (B),Seated Leg Curl (Machine),11A123F3,2,normal,15.88,10
2026-01-07,Lower (B),Leg Extension (Machine),75A4F6C4,0,normal,27.22,8
2026-01-07,Lower (B),Leg Extension (Machine),75A4F6C4,1,normal,27.22,9
2026-01-07,Lower (B),Leg Extension (Machine),75A4F6C4,2,normal,27.22,9
2026-01-07,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,0,normal,15.97,12
2026-01-07,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,1,normal,15.97,12
2026-01-07,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,2,normal,15.97,12
2026-01-06,Upper (B),Chin Up (Weighted),023943F1,0,warmup,0,3
2026-01-06,Upper (B),Chin Up (Weighted),023943F1,1,normal,11.34,4
2026-01-06,Upper (B),Chin Up (Weighted),023943F1,2,normal,11.34,4
2026-01-06,Upper (B),Chin Up (Weighted),023943F1,3,normal,11.34,4
2026-01-06,Upper (B),Chin Up (Weighted),023943F1,4,failure,11.34,3
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,7
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,5
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,2,normal,36.29,8
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,3,normal,36.29,8
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,4,normal,36.29,8
2026-01-06,Upper (B),Incline Bench Press (Barbell),50DFDFAB,5,failure,36.29,8
2026-01-06,Upper (B),Dumbbell Row,F1E57334,0,normal,36.29,10
2026-01-06,Upper (B),Dumbbell Row,F1E57334,1,normal,36.29,10
2026-01-06,Upper (B),Dumbbell Row,F1E57334,2,normal,36.29,10
2026-01-06,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,0,normal,22.68,9
2026-01-06,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,1,normal,22.68,9
2026-01-06,Upper (B),Hammer Curl (Dumbbell),7E3BC8B6,2,normal,22.68,9
2026-01-06,Upper (B),Triceps Pushdown,93A552C6,0,normal,20.41,10
2026-01-06,Upper (B),Triceps Pushdown,93A552C6,1,normal,20.41,10
2026-01-06,Upper (B),Triceps Pushdown,93A552C6,2,normal,20.41,10
2026-01-06,Upper (B),Lateral Raise (Cable),BE289E45,0,normal,3.4,8
2026-01-06,Upper (B),Lateral Raise (Cable),BE289E45,1,normal,3.4,8
2026-01-06,Upper (B),Lateral Raise (Cable),BE289E45,2,normal,3.4,8
2026-01-04,Lower (A),Front Squat,5046D0A9,0,warmup,0,5
2026-01-04,Lower (A),Front Squat,5046D0A9,1,normal,6.8,7
2026-01-04,Lower (A),Front Squat,5046D0A9,2,normal,6.8,7
2026-01-04,Lower (A),Front Squat,5046D0A9,3,normal,6.8,7
2026-01-04,Lower (A),Front Squat,5046D0A9,4,normal,6.8,8
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,5
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,1,normal,47.63,7
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,2,normal,47.63,7
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,3,normal,47.63,7
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,4,normal,47.63,7
2026-01-04,Lower (A),Romanian Deadlift (Barbell),2B4B7310,5,warmup,29.48,5
2026-01-04,Lower (A),Leg Extension (Machine),75A4F6C4,0,normal,24.95,10
2026-01-04,Lower (A),Leg Extension (Machine),75A4F6C4,1,normal,24.95,10
2026-01-04,Lower (A),Leg Extension (Machine),75A4F6C4,2,normal,24.95,10
2026-01-04,Lower (A),Seated Leg Curl (Machine),11A123F3,0,normal,24.95,10
2026-01-04,Lower (A),Seated Leg Curl (Machine),11A123F3,1,normal,24.95,10
2026-01-04,Lower (A),Seated Leg Curl (Machine),11A123F3,2,normal,24.95,10
2026-01-04,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,0,normal,11.34,12
2026-01-04,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,1,normal,11.34,12
2026-01-04,Lower (A),Standing Calf Raise (Dumbbell),6DA40660,2,normal,11.34,12
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,5
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,4
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,2,normal,38.56,6
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,3,normal,38.56,6
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,4,normal,36.29,8
2026-01-03,Upper (A),Incline Bench Press (Barbell),50DFDFAB,5,failure,36.29,6
2026-01-03,Upper (A),Chin Up (Weighted),023943F1,0,warmup,0,3
2026-01-03,Upper (A),Chin Up (Weighted),023943F1,1,normal,11.34,3
2026-01-03,Upper (A),Chin Up (Weighted),023943F1,2,normal,11.34,3
2026-01-03,Upper (A),Chin Up (Weighted),023943F1,3,normal,11.34,3
2026-01-03,Upper (A),Chin Up (Weighted),023943F1,4,failure,11.34,3
2026-01-03,Upper (A),Single Arm Cable Row,D0C4A899,0,normal,9.07,8
2026-01-03,Upper (A),Single Arm Cable Row,D0C4A899,1,normal,9.07,8
2026-01-03,Upper (A),Single Arm Cable Row,D0C4A899,2,normal,9.07,8
2026-01-03,Upper (A),Lateral Raise (Cable),BE289E45,0,normal,3.4,7
2026-01-03,Upper (A),Lateral Raise (Cable),BE289E45,1,normal,3.4,7
2026-01-03,Upper (A),Lateral Raise (Cable),BE289E45,2,normal,3.4,7
2026-01-03,Upper (A),Triceps Pushdown,93A552C6,0,normal,18.14,10
2026-01-03,Upper (A),Triceps Pushdown,93A552C6,1,normal,18.14,10
2026-01-03,Upper (A),Triceps Pushdown,93A552C6,2,normal,18.14,10
2026-01-03,Upper (A),Seated Incline Curl (Dumbbell),8BAB2735,0,normal,13.61,10
2026-01-03,Upper (A),Seated Incline Curl (Dumbbell),8BAB2735,1,normal,13.61,10
2026-01-03,Upper (A),Seated Incline Curl (Dumbbell),8BAB2735,2,normal,13.61,10
2026-01-03,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,0,normal,0,15
2026-01-03,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,1,normal,0,15
2026-01-03,Upper (A),Hollow Body Rocks,1801bad7-e713-4a54-8b8b-f0006dd28d64,2,normal,0,15
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,5
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,1,warmup,29.48,5
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,2,normal,43.09,8
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,3,normal,43.09,8
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,4,normal,43.09,8
2025-12-31,Lower (B),Romanian Deadlift (Barbell),2B4B7310,5,normal,43.09,8
2025-12-31,Lower (B),Front Squat,5046D0A9,0,normal,6.8,5
2025-12-31,Lower (B),Front Squat,5046D0A9,1,normal,6.8,7
2025-12-31,Lower (B),Front Squat,5046D0A9,2,normal,6.8,7
2025-12-31,Lower (B),Front Squat,5046D0A9,3,normal,6.8,7
2025-12-31,Lower (B),Seated Leg Curl (Machine),11A123F3,0,normal,22.68,10
2025-12-31,Lower (B),Seated Leg Curl (Machine),11A123F3,1,normal,22.68,10
2025-12-31,Lower (B),Seated Leg Curl (Machine),11A123F3,2,normal,22.68,10
2025-12-31,Lower (B),Leg Extension (Machine),75A4F6C4,0,normal,22.68,10
2025-12-31,Lower (B),Leg Extension (Machine),75A4F6C4,1,normal,22.68,10
2025-12-31,Lower (B),Leg Extension (Machine),75A4F6C4,2,normal,22.68,10
2025-12-31,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,0,normal,9.07,12
2025-12-31,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,1,normal,9.07,12
2025-12-31,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,2,normal,9.07,12
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,5
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,1,warmup,29.48,5
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,2,normal,47.63,8
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,3,normal,47.63,8
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,4,normal,47.63,8
2025-12-17,Lower (B),Romanian Deadlift (Barbell),2B4B7310,5,normal,47.63,8
2025-12-17,Lower (B),Front Squat,5046D0A9,0,normal,6.8,7
2025-12-17,Lower (B),Front Squat,5046D0A9,1,normal,6.8,7
2025-12-17,Lower (B),Front Squat,5046D0A9,2,normal,6.8,8
2025-12-17,Lower (B),Front Squat,5046D0A9,3,normal,6.8,7
2025-12-17,Lower (B),Leg Extension (Machine),75A4F6C4,0,normal,27.22,7
2025-12-17,Lower (B),Leg Extension (Machine),75A4F6C4,1,normal,24.95,10
2025-12-17,Lower (B),Leg Extension (Machine),75A4F6C4,2,normal,24.95,10
2025-12-17,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,0,normal,9.07,12
2025-12-17,Lower (B),Standing Calf Raise (Dumbbell),6DA40660,1,normal,9.07,12
